startup_name,sector,city,amount_usd,investment_type,investors,date
WickedRide,Consumer Internet,Bangalore,9100000.0,Private Equity,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",22/06/2018
PolicyBazaar,Consumer Internet,Gurugram,200000000.0,Private Equity,SoftBank Vision Fund & Info Edge (India) Ltd,25/06/2018
HipBar,Consumer Internet,Bangalore,4000000.0,Private Equity,Diageo India,25/06/2018
Sqqrl,Finance,Gurugram,1000000.0,Seed/ Angel Funding,Equanimity Venture Fund,25/06/2018
Paytm,Technology,Noida,8950000.0,Private Equity,One 97 Communications,26/06/2018
Sigtuple,Healthcare,Bangalore,19000000.0,Private Equity,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",26/06/2018
Wow Express,Technology,Mumbai,4500000.0,Private Equity,Undisclosed Existing Investors As Well As The Tamarind Family Trust,27/06/2018
Front Desk AI,Technology,Bangalore,1100000.0,Seed/ Angel Funding,Speciale Invest & Others,28/06/2018
Edureka,Ed-Tech,Bangalore,2000000.0,Seed/ Angel Funding,Leo Capital,28/06/2018
Numeroseven,Technology,Kolkatta,,Seed/ Angel Funding,Shiva Gunapu & Others,29/06/2018
OpenTap,Finance,Chennai,450000.0,Seed / Angel Funding,Unknown High Net-Worth Individuals,02/05/2018
Bizongo,Consumer Internet,Mumbai,22000000.0,Private Equity,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",02/05/2018
Disprz,IT,Chennai,2500000.0,Seed / Angel Funding,"IL&FS Private Equity, Kae Capital & Others",03/05/2018
PaisaDukan,Consumer Internet,Mumbai,225000.0,Seed / Angel Funding,,07/05/2018
i3sysytems,Technology,Mumbai,1000000.0,Seed / Angel Funding,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",09/05/2018
Earth Food,Consumer Internet,Pune,949000.0,Seed / Angel Funding,Rairah Corporation,11/05/2018
Nykaa,Consumer Internet,Mumbai,24000000.0,Private Equity,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",14/05/2018
mfine,Healthcare,Bangalore,4200000.0,Private Equity,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",16/05/2018
Rocketium,Technology,Bangalore,300000.0,Seed/ Angel Funding,Blume ventures,21/05/2018
MilkBasket,Technology,Gurugram,7000000.0,Private Equity,"Kalaari Capital, Unilever Ventures and Blume Ventures",21/05/2018
Vola,Finance,Bangalore,500000.0,Seed/ Angel Funding,Credika and unnamed angel investors,22/05/2018
Cashkumar,Consumer Internet,Bangalore,735000.0,Seed/ Angel Funding,LetsVenture,22/05/2018
Edyoo,E-Commerce,Bangalore,735000.0,Seed/ Angel Funding,RS Shanbag,23/05/2018
Aashiyaan,Finance,Kolkata,2000000.0,Seed/ Angel Funding,"Insistor, Oikocredit",23/05/2018
Smartivity,Ed-tech,Delhi,2000000.0,Seed/ Angel Funding,"Ashish Kacholi, S Chand Group",24/05/2018
Bonphulapl,Clean-tech,Delhi,293000.0,Seed/ Angel Funding,Atul Gupta and Saurabh Rastogi,24/05/2018
Acko,Consumer Internet,Mumbai,12000000.0,Seed/ Angel Funding,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",27/05/2018
HWell24,Healthcare,Mumbai,200000.0,Seed/ Angel Funding,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",28/05/2018
Toffee,Consumer Internet,Gurugram,1500000.0,Seed/ Angel Funding,"Kalaari Capital, Omidyar Network and Accion Venture Labs",29/05/2018
Tonetag,Technology,Bangalore,8000000.0,Private Equity,Amazon Inc. and Mastercard,29/05/2018
Events High,Consumer Internet,Bangalore,,Private Equity,Treebo,30/05/2018
Stellaps,Technology,Bangalore,14000000.0,Private Equity,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",30/05/2018
Credright,Consumer Internet,Hyderabad,1300000.0,Seed/ Angel Funding,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",31/05/2018
Fitternity,Consumer Internet,Mumbai,2000000.0,Private Equity,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",02/04/2018
Synctag,Technology,Coimbatore,307600.0,Seed / Angel Funding,Subhkam Ventures and Mohit Khadaria,02/04/2018
Benepik,Technology,Gurugram,,Seed / Angel Funding,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",02/04/2018
Finzy,Consumer Internet,Bangalore,1300000.0,Seed / Angel Funding,,02/04/2018
Varthana,Finance,Bangalore,55000000.0,Private Equity,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",04/04/2018
IndigoLearn,Ed-Tech,Hyderabad,150000.0,Seed / Angel Funding,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",05/04/2018
Vedantu,Ed-Tech,Bangalore,10000000.0,Private Equity,"Accel Partners, Tiger Global And Others",05/04/2018
Kaleidofin,Fiinance,Chennai,2800000.0,Seed / Angel Funding,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,09/04/2018
Pipabella,Consumer Internet,Mumbai,1000000.0,Seed / Angel Funding,Fireside Ventures,09/04/2018
Elemential,Technology,Mumbai,,Seed / Angel Funding,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",09/04/2018
Kriger Campus,Ed-Tech,Delhi,46140.0,Seed / Angel Funding,,09/04/2018
Loanzen,Finance,Bangalore,,Seed / Angel Funding,Kae Capital Management,10/04/2018
TravelTriangle,Consumer Internet,Gurugram,12000000.0,Private Equity,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",10/04/2018
Letsmd,Healthcare,Delhi,1000000.0,Seed / Angel Funding,"SRI Capital, Waterbridge Ventures and ThinKuvate",12/04/2018
AyeFinance,Finance,Gurugram,4600000.0,Debt Funding,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",12/04/2018
mintifi,Finance,Mumbai,2000000.0,Seed / Angel Funding,Lok Capital,13/04/2018
icanstay,Consumer Internet,Delhi,500000.0,Seed / Angel Funding,Mr. Manoj Prasad,16/04/2018
Pregbuddy,Healthcare,Bangalore,,Seed / Angel Funding,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",16/04/2018
Coverfox,Consumer Internet,Mumbai,22000000.0,Private Equity,"International Finance Corporation, Transamerica and others.",18/04/2018
Lenskart,Consumer Internet,Faridabad,,Private Equity,TR Capital,19/04/2018
mamaearth,Healthcare,Gurugram,,Private Equity,Shilpa Shetty Kundra,19/04/2018
Fyle Technologies,Technology,Bangalore,1100000.0,Seed / Angel Funding,Pravega Ventures and Beenext,19/04/2018
True Balance,Technology,Gurugram,23000000.0,Private Equity,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",19/04/2018
Visit,Healthcare,Delhi,,Private Equity,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",22/04/2018
Doxper,Healthcare,Mumbai,1900000.0,Seed / Angel Funding,Vidal Healthcare,22/04/2018
Nykaa,Consumer Internet,Mumbai,11000000.0,Private Equity,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",22/04/2018
Mihuru,Finance,Mumbai,150000.0,Seed / Angel Funding,,23/04/2018
Capital Float,Finance,Bangalore,22000000.0,Private Equity,Amazon,23/04/2018
Trip shelf,Consumer Internet,Delhi,246000.0,Seed / Angel Funding,"GEMS Advisory, Alok Mittal and Sachin Bhatia",25/04/2018
POPxo,Technology,Delhi,5500000.0,Private Equity,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",26/04/2018
RailYatri,Consumer Internet,Noida,,Private Equity,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",26/04/2018
1mg,Consumer Internet,Gurugram,10000000.0,Private Equity,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",27/04/2018
Rubique,Consumer Internet,Mumbai,,Private Equity,"Emery Capital, Blacksoil and Kalaari Capital",29/04/2018
Samco,Consumer Internet,Mumbai,7500000.0,Private Equity,Bay Capital Investments and Others,30/04/2018
MyLoanCare,Finance,Gurgaon,978000.0,Seed / Angel Funding,SAR Group,30/04/2018
PharmEasy,Consumer Internet,Mumbai,,Private Equity,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",01/03/2018
Buddy4studdy,Consumer Internet,Noida,3000000.0,Private Equity,CBA Capital and others,01/03/2018
Urban Ladder,E-Commerce,Bangalore,12000000.0,Private Equity,"Sequoia Capital, SAIF Partners and Kalaari capital",01/03/2018
Kuvera,Consumer Internet,Bangalore,250000.0,Seed / Angel Funding,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",03/03/2018
Gramophone,Technology,Indore,1000000.0,Seed/Angel Funding,InfoEdge,04/03/2018
Wellthy,Healthcare,Mumbai,2100000.0,Private Equity,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",05/03/2018
MedGenome,Healthcare,Bangalore,10000000.0,Private Equity,"HDFC Life, HDFC Asset Management",05/03/2018
Finova Capital,Consumer Internet,Jaipur,6000000.0,Private Equity,Sequoia Capital,05/03/2018
Hotelogix,Technology,Noida,5000000.0,Private Equity,"Vertex Ventures, Accel Partners and Saama Capital",05/03/2018
Livehealth,Consumer Internet,Pune,1100000.0,Seed / Angel Funding,Nexus Venture Partners,04/03/2018
Ad2pro,Technology,Chennai,9700000.0,Debt Funding,Avendus Finance Pvt. Ltd,06/03/2018
Coverfox,Consumer Internet,Mumbai,7600000.0,Private Equity,Aegon NV,06/03/2018
Pepperfry,Consumer Internet,Mumbai,38400000.0,Private Equity,State Street Global Advisors,08/03/2018
Magicpin,Consumer Internet,Gurugram,1000000.0,Debt Funding,Trifecta Capital,08/03/2018
HealthCare,Consumer Internet,Mumbai,1000000.0,Seed / Angel Funding,HR Fund,12/03/2018
PineLabs,Technology,Mumbai,82000000.0,Private Equity,"Actis, Altimeter Capital",13/03/2018
Stumagz,Consumer Internet,Hyderabad,,Seed / Angel Funding,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",14/03/2018
AvailFinance,Consumer Internet,Bangalore,17200000.0,Private Equity,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",14/03/2018
Grofers,Consumer Internet,Gurugram,62000000.0,Private Equity,"SoftBank, Tiger Global and Apoletto Managers.",15/03/2018
Fingerlix,Consumer Internet,Mumbai,1310000.0,Debt Funding,Alteria Capital,19/03/2018
Karma Healthcare,Healthcare,Udaipur,500000.0,Seed / Angel Funding,"1Crowd, Ankur Capital",19/03/2018
Zappfresh,Food & Beverages,Gurugram,3000000.0,Seed / Angel Funding,"Amit Burman, SIDBI Venture Capital",19/03/2018
CustomerSucessBox,Technology,Gurugram,1000000.0,Seed / Angel Funding,"Pi Ventures, Axilor Ventures",19/03/2018
One Labs,Consumer Internet,,,Private Equity,Micromax Informatics Ltd,20/03/2018
GigIndia,Consumer Internet,Pune,,Seed / Angel Funding,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",21/03/2018
Chargebee,Technology,Chennai,18000000.0,Private Equity,"Insight Venture Partners, Accel Partners and Tiger Global Management.",22/03/2018
i2i Funding,Consumer Internet,Noida,768000.0,Seed / Angel Funding,SucSEED Venture Partners,22/03/2018
Slang Labs,Technology,Bangalore,1240000.0,Seed / Angel Funding,Endiya Partners,22/03/2018
UrbanPiper,Technology,Bangalore,,Seed / Angel Funding,"Kumar Vembu, Axilor Ventures",22/03/2018
Cash Suvidha,Consumer Internet,Delhi,1000000.0,Seed / Angel Funding,"Initia Holdings,Vipin Agarwal and others.",26/03/2018
Roadcast,Technology,Delhi,250000.0,Private Equity,,28/03/2018
Smartcoin,Finance,Bangalore,2000000.0,Seed / Angel Funding,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",28/03/2018
The Print,Media,Delhi,535000.0,Seed / Angel Funding,Ratan Tata,27/03/2018
DriveU,Technology,Bangalore,3000000.0,Private Equity,Amit Singhal and Unitus Seed Fund,27/03/2018
Fynd,Consumer Internet,Mumbai,,Seed / Angel Funding,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",29/03/2018
BigBasket,Consumer Internet,Bangalore,300000000.0,Private Equity,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",01/02/2018
Zomato,Food and Beverages,Gurugram,200000000.0,Private Equity,Ant Financials,01/02/2018
Pratilipi,Publishing,Bangalore,4300000.0,Private Equity,Omidyar Network,05/02/2018
Asia Institute Of Medical Science,Healthcare,Faridabad,21000000.0,Private Equity,CDC Group Plc,05/02/2018
CollegeDekho,Consumer Internet,Gurugram,2000000.0,Private Equity,"Man Capital LLP, Girnar Software, Others",05/02/2018
Foodmemories,Consumer Internet,Ahemdabad,,Seed funding,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",06/02/2018
Healthi,Healthcare,Bangalore,3100000.0,Private Equity,Montane Ventures,06/02/2018
Swiggy,Food and Beverages,Bangalore,100000000.0,Private Equity,Naspers,07/02/2018
Shape,Healthcare,Pune,100000000.0,Seed / Angle Funding,Sandeep Mathur,08/02/2018
Icertis,Consumer Internet,Pune,50000000.0,Private Equity,Meritech Capital Partners,08/02/2018
healthifyme,Healthcare,Bangalore,12000000.0,Private Equity,Sistema Asia Fund,09/02/2018
MedTel,Healthcare,Bhubaneswar,,Private Equity,British and Indian Governments,09/02/2018
Rupeek,Consumer Internet,Bangalore,6830000.0,Private Equity,"Accel Partners, Sequoia Capital",09/02/2018
WebEngage,Technology,Mumbai,,Private Equity,Social Capital,09/02/2018
Lendingkart,Finance,Bangalore,87000000.0,Private Equity,Fullerton Financial Holdings Pte Ltd & Others,12/02/2018
Wydr,Consumer Internet,Gurugram,,Private Equity,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",12/02/2018
Cashify,E-Commerce,Gurugram,935089.0,Debt Funding,Trifecta Capital,12/02/2018
holachef,Food and Beverages,Mumbai,311200.0,Seed / Angle Funding,Ashok Kumar Gajera,13/02/2018
Awaaz De,Technology,Ahmedabad,,Seed / Angle Funding,Tribe Impact Capital LLP,13/02/2018
IMAX Program,Ed-Tech,Bangalore,13500000.0,Private Equity,"Michael & Susan Dell Foundation, LGT Impact Ventures",13/02/2018
Littlemore,Ed-Tech,Chennai,3000000.0,Private Equity,Kalpavriksh,14/02/2018
Toppr,Ed-Tech,Mumbai,100000.0,Private Equity,Axis Capital Partners,14/02/2018
Shirsa Labs,Ed-Tech,Mumbai,500000.0,Private Equity,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",14/02/2018
MoneyOnMobile,Technology,Mumbai,5000000.0,Private Equity,S7 Group,14/02/2018
PetSutra,Consumer Internet,Gurugram,148434.0,Seed / Angel Funding,Michael Patrick Hickey,15/02/2018
Infibeam,E-Commerce,Ahemadabad,6230000.0,Private Equity,Network 18,15/02/2018
happay,Finance,Bangalore,250000.0,Seed / Angel Funding,Sequoia and Jerry Yang,16/02/2018
Fincash,Finance,Mumbai,150000.0,Seed / Angel Funding,"Mohammed Khan, Sameer Narayan & Others",16/02/2018
AyeFinance,Finance,Gurugram,3800000.0,Private Equity,"Hinduja Leyland Finance, IntelleGrow",19/02/2018
Agricxlab,Agriculture,Mumbai,500000.0,Seed / Angel Funding,Ankur Capital,20/02/2018
Udaan,E-Commerce,Bangalore,50000000.0,Private Equity,Lightspeed & Yuri Milner,21/02/2018
Capillary,IT,Bangalore,20000000.0,Private Equity,"Wargburg Pincus, Sequoia",21/02/2018
The Healthy Billions,Healthcare,Gurugram,2100000.0,Private Equity,"Blume Ventures, HealthQuad and Fireside Ventures",21/02/2018
HighRadius,Technology,Hyderabad,,Private Equity,"PNC, Citi Ventures",21/02/2018
Avishkaar Box,Ed-Tech,Delhi,772500.0,Private Equity,Auxano Deals,26/02/2018
Planys Technologies,Technology,Chennai,1040000.0,Private Equity,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",26/02/2018
Lollypop,Technology,Bangalore,,Seed / Angel Funding,Dr Devi Shetty,27/02/2018
Trilyo,Technology,Mumbai,250000.0,Seed / Angel Funding,"Startup Buddy,Amit Manocha and others",27/02/2018
Gaana,Technology,Gurugram,115000000.0,Private Equity,"Tencent Holdings Ltd, Times Internet",28/02/2018
Credy,IT,Bangalore,1400000.0,Seed / Angel Funding,"Y Combinator, Khosla Ventures, Vy Capital and others",28/02/2018
Predible Health,Healthcare,Bangalore,,Seed/Angel Funding,Unitus Seed Fund,28/02/2018
CleverTap,Technology,Mumbai,,Angel / Seed Funding,"Recruit Holdings, Sequoia Capital India, Accel Partners",02/01/2018
EarlySalary,Finance,Pune,15700000.0,Private,Eight Roads Ventures India,04/01/2018
WOTU,E-commerce,Bangalore,,Angel / Seed Funding,"Claris Capital, Mumbai Angels Network",05/01/2018
DAAKI,E-commerce,Bangalore,,Angel / Seed Funding,Rohan Agila,08/01/2018
Lendingkart,Finance,Ahmedabad,4700000.0,Debt Funding,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,09/01/2018
Kinsane Entertainment Inc,Entertainment,Mumbai,2500000.0,Seed/Angel Funding,,09/01/2018
Tapzo,Technology,Bangalore,1930000.0,Private Equity,RuNet & Other,10/01/2018
Appario Retail Pvt Ltd.,E-commerce,Delhi,18840000.0,Private Equity,Amazon-Patni JV,10/01/2018
Samunnati,Finance,Chennai,23500000.0,Private Equity,"responsAbility, Elevar Equity and Accel Partners",10/01/2018
Sahajanand Medical Technologies,Technology,Surat,36230000.0,Private Equity,Morgan Stanley Private Equity Asia,10/01/2018
Kuants,Technology,Gurgaon,80000.0,Angel / Seed Funding,"Pankaj Chopra, Ankush Gupta",12/01/2018
Razorpay,Technology,Bangalore,20000000.0,Private Equity,"Tiger Global, Y Combinator",12/01/2018
Streak,Technology,Bangalore,354600.0,Angel / Seed Funding,"Indian fintech fund, Rainmatter",15/01/2018
pi Ventures,Finance,Bangalore,25000000.0,Private Equity,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",15/01/2018
Newgen Software,Technology,Delhi,20000000.0,Private Equity,"Goldman Sachs, hedge fund & Others",15/01/2018
Rubix,Technology,Pune,1000000.0,Private Equity,Polaris Fund,17/01/2018
ShareChat,Technology,Bangalore,18200000.0,Private Equity,"Xiaomi Singapore, Shunwei Capital",18/01/2018
Paperflite,Technology,Chennai,400000.0,Angel / Seed Funding,The Chennai Angels,22/01/2018
HungerBox,Consumer Internet,Bangalore,2500000.0,Private Equity,Lionrock Capital,22/01/2018
Skillate,Technology,Bangalore,,Private Equity,"Incubate Fund India, Anuj Agrawal",22/01/2018
OptaCredit,Finance,Chennai,4000000.0,Private Equity,DMI Finance,22/01/2018
AEON Learning,Technology,Bangalore,3200000.0,Private Equity,Dr. Ranjan Pai,22/01/2018
Milkbasket,E-commerce,Gurugram,3000000.0,Private Equity,Unilever Ventures,23/01/2018
NeoGrowth Credit,Finance,Mumbai,47000000.0,Private Equity,"LeapFrog Investments, Aspada Investment, Quona Capital",24/01/2018
Rao IIT Academy,Education,Mumbai,8600000.0,Structured Debt,Avendus Finance,24/01/2018
Aye Finance,Finance,Gurugram,6240000.0,Term Loan,IFMR Capital,24/01/2018
Glassic,Ecommerce,Bangalore,,Angel / Seed Funding,"Chennai Angels, Lead Angels, LetsVenture",25/01/2018
GreyAtom,Technology,Mumbai,1000000.0,Private Equity,Pravega Ventures,25/01/2018
Axio,Healthcare,Bangalore,7400000.0,Private Equity,RNT Capital,26/01/2018
eKincare,Healthcare,Hyderabad,1500000.0,Private Equity,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",29/01/2018
The Wedding Brigade,Consumer internet,Mumbai,1000000.0,Private Equity,Blume Ventures,29/01/2018
PeeSafe,Healthcare,Gurugram,1000000.0,Private Equity,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",30/01/2018
BrowserStack,Technology,Mumbai,50000000.0,Private Equity,Accel Partners,30/01/2018
Scapic,Technology,Bangalore,500000.0,Angel / Seed Funding,"Axilor Ventures, Newfort Capital",30/01/2018
MoneyOnMobile,Technology,Mumbai,7600000.0,Private Equity,Undisclosed Investors,30/01/2018
CureFit,Healthcare,Bangalore,10000000.0,Debt Funding,"HDFC Bank, Axis Bank",30/01/2018
